Symbol,Name,Sector,Industry,Index,Secode,Indcode
ATVI, Activision Blizzard Inc,Technology,Electronic Gaming & Multimedia,NASDAQ100,tec,egm
ADBE, Adobe Inc.,Technology,Software - Application,NASDAQ100,tec,sa
AMD, Advanced Micro Devices Inc.,Technology,Semiconductors,NASDAQ100,tec,semc
ALXN, Alexion Pharmaceuticals Inc.,Healthcare,Biotechnology,NASDAQ100,hea,bio
ALGN, Align Technology Inc.,Healthcare,Medical Devices,NASDAQ100,hea,mdev
GOOG, Alphabet Inc.,Technology,Internet Content & Information,NASDAQ100,tec,ici
GOOGL, Alphabet Inc.,Technology,Internet Content & Information,NASDAQ100,tec,ici
AMZN, Amazon.com Inc.,Consumer Cyclical,Specialty Retail,NASDAQ100,cc,sr
AAL, American Airlines Group Inc.,Industrials,Airlines,NASDAQ100,ind,air
AMGN, Amgen Inc.,Healthcare,Biotechnology,NASDAQ100,hea,bio
ADI, Analog Devices Inc.,Technology,Semiconductors,NASDAQ100,tec,semc
AAPL, Apple Inc.,Technology,Consumer Electronics,NASDAQ100,tec,cel
AMAT, Applied Materials Inc.,Technology,Semiconductor Equipment & Materials,NASDAQ100,tec,sem
ASML, ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,NASDAQ100,tec,sem
ADSK, Autodesk Inc.,Technology,Software - Application,NASDAQ100,tec,sa
ADP, Automatic Data Processing Inc.,Industrials,Business Services,NASDAQ100,ind,bs
BIDU, Baidu Inc.,Technology,Internet Content & Information,NASDAQ100,tec,ici
BIIB, Biogen Inc.,Healthcare,Biotechnology,NASDAQ100,hea,bio
BMRN, BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,NASDAQ100,hea,bio
BKNG, Booking Holdings Inc.,Consumer Cyclical,Leisure,NASDAQ100,cc,lei
AVGO, Broadcom Inc.,Technology,Semiconductors,NASDAQ100,tec,semc
CDNS, Cadence Design Systems Inc.,Technology,Software - Application,NASDAQ100,tec,sa
CELG, Celgene Corporation,Healthcare,Biotechnology,NASDAQ100,hea,bio
CERN, Cerner Corporation,Technology,Health Information Services,NASDAQ100,tec,hise
CHTR, Charter Communications Inc.,Communication Services,Pay TV,NASDAQ100,cs,pt
CHKP, Check Point Software Technologies Ltd.,Technology,Software - Application,NASDAQ100,tec,sa
CTAS, Cintas Corporation,Industrials,Business Services,NASDAQ100,ind,bs
CSCO, Cisco Systems Inc.,Technology,Communication Equipment,NASDAQ100,tec,ceq
CTXS, Citrix Systems Inc.,Technology,Software - Infrastructure,NASDAQ100,tec,si
CTSH, Cognizant Technology Solutions Corporation,Technology,Information Technology Services,NASDAQ100,tec,its
CMCSA, Comcast Corporation,Communication Services,Pay TV,NASDAQ100,cs,pt
COST, Costco Wholesale Corporation,Consumer Defensive,Discount Stores,NASDAQ100,cd,dis
CSX, CSX Corporation,Industrials,Railroads,NASDAQ100,ind,rai
CTRP, Ctrip.com International Ltd.,Consumer Cyclical,Leisure,NASDAQ100,cc,lei
DLTR, Dollar Tree Inc.,Consumer Defensive,Discount Stores,NASDAQ100,cd,dis
EBAY, eBay Inc.,Consumer Cyclical,Specialty Retail,NASDAQ100,cc,sr
EA, Electronic Arts Inc.,Technology,Electronic Gaming & Multimedia,NASDAQ100,tec,egm
EXPE, Expedia Group Inc.,Consumer Cyclical,Leisure,NASDAQ100,cc,lei
FB, Facebook Inc.,Technology,Internet Content & Information,NASDAQ100,tec,ici
FAST, Fastenal Company,Industrials,Industrial Distribution,NASDAQ100,ind,idis
FISV, Fiserv Inc.,Industrials,Business Services,NASDAQ100,ind,bs
GILD, Gilead Sciences Inc.,Healthcare,Biotechnology,NASDAQ100,hea,bio
HAS, Hasbro Inc.,Consumer Cyclical,Leisure,NASDAQ100,cc,lei
HSIC, Henry Schein Inc.,Healthcare,Medical Distribution,NASDAQ100,hea,mdis
IDXX, IDEXX Laboratories Inc.,Healthcare,Diagnostics & Research,NASDAQ100,hea,dr
ILMN, Illumina Inc.,Healthcare,Diagnostics & Research,NASDAQ100,hea,dr
INCY, Incyte Corporation,Healthcare,Biotechnology,NASDAQ100,hea,bio
INTC, Intel Corporation,Technology,Semiconductors,NASDAQ100,tec,semc
INTU, Intuit Inc.,Technology,Software - Application,NASDAQ100,tec,sa
ISRG, Intuitive Surgical Inc.,Healthcare,Medical Instruments & Supplies,NASDAQ100,hea,mis
JBHT, J.B. Hunt Transport Services Inc.,Industrials,Integrated Shipping & Logistics,NASDAQ100,ind,isl
JD, JD.com Inc.,Consumer Cyclical,Specialty Retail,NASDAQ100,cc,sr
KLAC, KLA-Tencor Corporation,Technology,Semiconductor Equipment & Materials,NASDAQ100,tec,sem
LRCX, Lam Research Corporation,Technology,Semiconductor Equipment & Materials,NASDAQ100,tec,sem
LBTYA, Liberty Global plc,Communication Services,Pay TV,NASDAQ100,cs,pt
LBTYK, Liberty Global plc,Communication Services,Pay TV,NASDAQ100,cs,pt
LULU, lululemon athletica inc.,Consumer Cyclical,Apparel Stores,NASDAQ100,cc,as
MAR, Marriott International,Consumer Cyclical,Lodging,NASDAQ100,cc,lod
MXIM, Maxim Integrated Products Inc.,Technology,Semiconductors,NASDAQ100,tec,semc
MELI, MercadoLibre Inc.,Consumer Cyclical,Specialty Retail,NASDAQ100,cc,sr
MCHP, Microchip Technology Incorporated,Technology,Semiconductors,NASDAQ100,tec,semc
MU, Micron Technology Inc.,Technology,Semiconductor Memory,NASDAQ100,tec,smm
MSFT, Microsoft Corporation,Technology,Software - Infrastructure,NASDAQ100,tec,si
MDLZ, Mondelez International Inc.,Consumer Defensive,Confectioners,NASDAQ100,cd,conf
MNST, Monster Beverage Corporation,Consumer Defensive,Beverages - Soft Drinks,NASDAQ100,cd,bsd
MYL, Mylan N.V.,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ100,hea,dmsg
NTAP, NetApp Inc.,Technology,Data Storage,NASDAQ100,tec,das
NTES, NetEase Inc.,Technology,Internet Content & Information,NASDAQ100,tec,ici
NFLX, Netflix Inc.,Consumer Cyclical,Media - Diversified,NASDAQ100,cc,mdiv
NVDA, NVIDIA Corporation,Technology,Semiconductors,NASDAQ100,tec,semc
NXPI, NXP Semiconductors N.V.,Technology,Semiconductors,NASDAQ100,tec,semc
ORLY, O'Reilly Automotive Inc.,Consumer Cyclical,Specialty Retail,NASDAQ100,cc,sr
PCAR, PACCAR Inc.,Industrials,Truck Manufacturing,NASDAQ100,ind,tm
PAYX, Paychex Inc.,Industrials,Business Services,NASDAQ100,ind,bs
PYPL, PayPal Holdings Inc.,Financial Services,Credit Services,NASDAQ100,fs,cse
PEP, Pepsico Inc.,Consumer Defensive,Beverages - Soft Drinks,NASDAQ100,cd,bsd
QCOM, QUALCOMM Incorporated,Technology,Semiconductors,NASDAQ100,tec,semc
REGN, Regeneron Pharmaceuticals Inc.,Healthcare,Biotechnology,NASDAQ100,hea,bio
ROST, Ross Stores Inc.,Consumer Cyclical,Apparel Stores,NASDAQ100,cc,as
SIRI, Sirius XM Holdings Inc.,Consumer Cyclical,Broadcasting - Radio,NASDAQ100,cc,br
SWKS, Skyworks Solutions Inc.,Technology,Semiconductors,NASDAQ100,tec,semc
SBUX, Starbucks Corporation,Consumer Cyclical,Restaurants,NASDAQ100,cc,rest
SYMC, Symantec Corporation,Technology,Software - Application,NASDAQ100,tec,sa
SNPS, Synopsys Inc.,Technology,Software - Application,NASDAQ100,tec,sa
TMUS, T-Mobile US Inc.,Communication Services,Telecom Services,NASDAQ100,cs,ts
TTWO, Take-Two Interactive Software Inc.,Technology,Electronic Gaming & Multimedia,NASDAQ100,tec,egm
TSLA, Tesla Inc.,Consumer Cyclical,Auto Manufacturers,NASDAQ100,cc,aman
TXN, Texas Instruments Incorporated,Technology,Semiconductors,NASDAQ100,tec,semc
KHC, The Kraft Heinz Company,Consumer Defensive,Packaged Foods,NASDAQ100,cd,pf
FOX, Twenty-First Century Fox Inc.,Consumer Cyclical,Media - Diversified,NASDAQ100,cc,mdiv
FOXA, Twenty-First Century Fox Inc.,Consumer Cyclical,Media - Diversified,NASDAQ100,cc,mdiv
ULTA, Ulta Beauty Inc.,Consumer Cyclical,Specialty Retail,NASDAQ100,cc,sr
UAL, United Continental Holdings Inc.,Industrials,Airlines,NASDAQ100,ind,air
VRSN, VeriSign Inc.,Technology,Internet Content & Information,NASDAQ100,tec,ici
VRSK, Verisk Analytics Inc.,Industrials,Business Services,NASDAQ100,ind,bs
VRTX, Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,NASDAQ100,hea,bio
WBA, Walgreens Boots Alliance Inc.,Consumer Defensive,Pharmaceutical Retailers,NASDAQ100,cd,pr
WDC, Western Digital Corporation,Technology,Data Storage,NASDAQ100,tec,das
WLTW, Willis Towers Watson Public Limited Company,Financial Services,Insurance Brokers,NASDAQ100,fs,ib
WDAY, Workday Inc.,Technology,Software - Application,NASDAQ100,tec,sa
WYNN, Wynn Resorts Limited,Consumer Cyclical,Resorts & Casinos,NASDAQ100,cc,rca
XEL, Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,NASDAQ100,uti,ure
XLNX, Xilinx Inc.,Technology,Semiconductors,NASDAQ100,tec,semc
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,SP100,hea,dmm
ABT,Abbott Laboratories,Healthcare,Medical Devices,SP100,hea,mdev
ACN,Accenture plc,Technology,Information Technology Services,SP100,tec,its
AGN,Allergan plc,Healthcare,Drug Manufacturers - Specialty & Generic,SP100,hea,dmsg
AIG,American International Group Inc.,Financial Services,Insurance - Diversified,SP100,fs,idiv
ALL,Allstate Corp.,Financial Services,Insurance - Property & Casualty,SP100,fs,ipc
AXP,American Express,Financial Services,Credit Services,SP100,fs,cse
BA,Boeing Co.,Industrials,Aerospace & Defense,SP100,ind,ad
BAC,Bank of America Corp,Financial Services,Banks - Global,SP100,fs,bg
BK,The Bank of New York Mellon,Financial Services,Asset Management,SP100,fs,amana
BLK,BlackRock Inc,Financial Services,Asset Management,SP100,fs,amana
BMY,Bristol-Myers Squibb,Healthcare,Drug Manufacturers - Major,SP100,hea,dmm
BRK-B,Berkshire Hathaway,Financial Services,Insurance - Diversified,SP100,fs,idiv
C,Citigroup Inc,Financial Services,Banks - Global,SP100,fs,bg
CAT,Caterpillar Inc.,Industrials,Farm & Construction Equipment,SP100,ind,fce
CL,Colgate-Palmolive,Consumer Defensive,Household & Personal Products,SP100,cd,hpp
COF,Capital One Financial Corp.,Financial Services,Credit Services,SP100,fs,cse
COP,ConocoPhillips,Energy,Oil & Gas E&P,SP100,ene,ogep
CVS,CVS Health,Healthcare,Health Care Plans,SP100,hea,hcp
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,SP100,ene,ogi
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,SP100,hea,dr
DIS,The Walt Disney Company,Consumer Cyclical,Media - Diversified,SP100,cc,mdiv
DUK,Duke Energy,Utilities,Utilities - Regulated Electric,SP100,uti,ure
DWDP,DowDuPont,Basic Materials,Chemicals,SP100,bm,che
EMR,Emerson Electric Co.,Industrials,Diversified Industrials,SP100,ind,di
EXC,Exelon,Utilities,Utilities - Diversified,SP100,uti,ud
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,SP100,cc,aman
FDX,FedEx,Industrials,Integrated Shipping & Logistics,SP100,ind,isl
GD,General Dynamics,Industrials,Aerospace & Defense,SP100,ind,ad
GE,General Electric,Industrials,Diversified Industrials,SP100,ind,di
GM,General Motors,Consumer Cyclical,Auto Manufacturers,SP100,cc,aman
GS,Goldman Sachs,Financial Services,Capital Markets,SP100,fs,cmar
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,SP100,ene,oges
HD,Home Depot,Consumer Cyclical,Home Improvement Stores,SP100,cc,hist
HON,Honeywell,Industrials,Diversified Industrials,SP100,ind,di
IBM,International Business Machines,Technology,Information Technology Services,SP100,tec,its
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - Major,SP100,hea,dmm
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Global,SP100,fs,bg
KMI,Kinder Morgan,Energy,Oil & Gas Midstream,SP100,ene,ogm
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Soft Drinks,SP100,cd,bsd
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - Major,SP100,hea,dmm
LMT,Lockheed Martin,Industrials,Aerospace & Defense,SP100,ind,ad
LOW,Lowe's,Consumer Cyclical,Home Improvement Stores,SP100,cc,hist
MA,MasterCard Inc,Financial Services,Credit Services,SP100,fs,cse
MCD,McDonald's Corp,Consumer Cyclical,Restaurants,SP100,cc,rest
MDT,Medtronic plc,Healthcare,Medical Devices,SP100,hea,mdev
MET,MetLife Inc.,Financial Services,Insurance - Life,SP100,fs,il
MMM,3M Company,Industrials,Diversified Industrials,SP100,ind,di
MO,Altria Group,Consumer Defensive,Tobacco,SP100,cd,tob
MRK,Merck & Co.,Healthcare,Drug Manufacturers - Major,SP100,hea,dmm
MS,Morgan Stanley,Financial Services,Capital Markets,SP100,fs,cmar
NEE,NextEra Energy,Utilities,Utilities - Regulated Electric,SP100,uti,ure
NKE,"Nike, Inc.",Consumer Cyclical,Footwear & Accessories,SP100,cc,fa
ORCL,Oracle Corporation,Technology,Software - Infrastructure,SP100,tec,si
OXY,Occidental Petroleum Corp.,Energy,Oil & Gas E&P,SP100,ene,ogep
PFE,Pfizer Inc,Healthcare,Drug Manufacturers - Major,SP100,hea,dmm
PG,Procter & Gamble Co,Consumer Defensive,Household & Personal Products,SP100,cd,hpp
PM,Philip Morris International,Consumer Defensive,Tobacco,SP100,cd,tob
RTN,Raytheon Co.,Industrials,Aerospace & Defense,SP100,ind,ad
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,SP100,ene,oges
SO,Southern Company,Utilities,Utilities - Regulated Electric,SP100,uti,ure
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,SP100,re,rret
T,AT&T Inc,Communication Services,Telecom Services,SP100,cs,ts
TGT,Target Corporation,Consumer Defensive,Discount Stores,SP100,cd,dis
UNH,UnitedHealth Group,Healthcare,Health Care Plans,SP100,hea,hcp
UNP,Union Pacific Corporation,Industrials,Railroads,SP100,ind,rai
UPS,United Parcel Service,Industrials,Integrated Shipping & Logistics,SP100,ind,isl
USB,U.S. Bancorp,Financial Services,Banks - Regional - US,SP100,fs,bru
UTX,United Technologies,Industrials,Aerospace & Defense,SP100,ind,ad
V,Visa Inc.,Financial Services,Credit Services,SP100,fs,cse
VZ,Verizon Communications,Communication Services,Telecom Services,SP100,cs,ts
WFC,Wells Fargo,Financial Services,Banks - Global,SP100,fs,bg
WMT,Walmart,Consumer Defensive,Discount Stores,SP100,cd,dis
XOM,Exxon Mobil Corp.,Energy,Oil & Gas Integrated,SP100,ene,ogi
ABMD,ABIOMED Inc,Healthcare,Medical Devices,SP500,hea,mdev
AAP,Advance Auto Parts,Consumer Cyclical,Specialty Retail,SP500,cc,sr
AES,AES Corp,Utilities,Utilities - Diversified,SP500,uti,ud
AMG,Affiliated Managers Group Inc,Financial Services,Asset Management,SP500,fs,amana
AFL,AFLAC Inc,Financial Services,Insurance - Life,SP500,fs,il
A,Agilent Technologies Inc,Healthcare,Diagnostics & Research,SP500,hea,dr
APD,Air Products & Chemicals Inc,Basic Materials,Chemicals,SP500,bm,che
AKAM,Akamai Technologies Inc,Technology,Software - Application,SP500,tec,sa
ALK,Alaska Air Group Inc,Industrials,Airlines,SP500,ind,air
ALB,Albemarle Corp,Basic Materials,Specialty Chemicals,SP500,bm,sc
ARE,Alexandria Real Estate Equities Inc,Real Estate,REIT - Office,SP500,re,ro
ALLE,Allegion,Industrials,Security & Protection Services,SP500,ind,sps
ADS,Alliance Data Systems,Financial Services,Credit Services,SP500,fs,cse
LNT,Alliant Energy Corp,Utilities,Utilities - Regulated Electric,SP500,uti,ure
AEE,Ameren Corp,Utilities,Utilities - Regulated Electric,SP500,uti,ure
AEP,American Electric Power,Utilities,Utilities - Regulated Electric,SP500,uti,ure
AMT,American Tower Corp.,Communication Services,Telecom Services,SP500,cs,ts
AWK,American Water Works Company Inc,Utilities,Utilities - Regulated Water,SP500,uti,urw
AMP,Ameriprise Financial,Financial Services,Asset Management,SP500,fs,amana
ABC,AmerisourceBergen Corp,Healthcare,Medical Distribution,SP500,hea,mdis
AME,AMETEK Inc.,Industrials,Diversified Industrials,SP500,ind,di
APH,Amphenol Corp,Technology,Electronic Components,SP500,tec,ecom
APC,Anadarko Petroleum Corp,Energy,Oil & Gas E&P,SP500,ene,ogep
ANSS,ANSYS,Technology,Software - Application,SP500,tec,sa
ANTM,Anthem Inc.,Healthcare,Health Care Plans,SP500,hea,hcp
AON,Aon plc,Financial Services,Insurance Brokers,SP500,fs,ib
AOS,A.O. Smith Corp,Industrials,Diversified Industrials,SP500,ind,di
APA,Apache Corporation,Energy,Oil & Gas E&P,SP500,ene,ogep
AIV,Apartment Investment & Management (Aimco),Real Estate,REIT - Residential,SP500,re,rres
APTV,Aptiv Plc,Consumer Cyclical,Auto Parts,SP500,cc,ap
ADM,Archer-Daniels-Midland Co,Consumer Defensive,Farm Products,SP500,cd,fp
ARNC,Arconic Inc.,Industrials,Diversified Industrials,SP500,ind,di
ANET,Arista Networks,Technology,Computer Systems,SP500,tec,cs
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,SP500,fs,ib
AIZ,Assurant Inc.,Financial Services,Insurance - Diversified,SP500,fs,idiv
AZO,AutoZone Inc,Consumer Cyclical,Specialty Retail,SP500,cc,sr
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,SP500,re,rres
AVY,Avery Dennison Corp,Industrials,Business Equipment,SP500,ind,be
BHGE,"Baker Hughes, a GE Company",Energy,Oil & Gas Equipment & Services,SP500,ene,oges
BLL,Ball Corp,Consumer Cyclical,Packaging & Containers,SP500,cc,pc
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,SP500,hea,mis
BBT,BB&T Corporation,Financial Services,Banks - Regional - US,SP500,fs,bru
BDX,Becton Dickinson,Healthcare,Medical Instruments & Supplies,SP500,hea,mis
BBY,Best Buy Co. Inc.,Consumer Cyclical,Specialty Retail,SP500,cc,sr
HRB,Block H&R,Consumer Cyclical,Personal Services,SP500,cc,ps
BWA,BorgWarner,Consumer Cyclical,Auto Parts,SP500,cc,ap
BXP,Boston Properties,Real Estate,REIT - Office,SP500,re,ro
BSX,Boston Scientific,Healthcare,Medical Devices,SP500,hea,mdev
BHF,Brighthouse Financial Inc,Financial Services,Insurance - Life,SP500,fs,il
BR,Broadridge Financial Solutions,Industrials,Business Services,SP500,ind,bs
BF-B,Brown-Forman Corp.,Consumer Defensive,Beverages - Wineries & Distilleries,SP500,cd,bwd
CHRW,C. H. Robinson Worldwide,Industrials,Integrated Shipping & Logistics,SP500,ind,isl
COG,Cabot Oil & Gas,Energy,Oil & Gas E&P,SP500,ene,ogep
CPB,Campbell Soup,Consumer Defensive,Packaged Foods,SP500,cd,pf
CPRI,Capri Holdings,Consumer Cyclical,Apparel Manufacturing,SP500,cc,amang
CAH,Cardinal Health Inc.,Healthcare,Medical Distribution,SP500,hea,mdis
KMX,Carmax Inc,Consumer Cyclical,Auto & Truck Dealerships,SP500,cc,atd
CCL,Carnival Corp.,Consumer Cyclical,Leisure,SP500,cc,lei
CBRE,CBRE Group,Real Estate,Real Estate Services,SP500,re,res
CBS,CBS Corp.,Consumer Cyclical,Media - Diversified,SP500,cc,mdiv
CE,Celanese Corp.,Basic Materials,Chemicals,SP500,bm,che
CNC,Centene Corporation,Healthcare,Health Care Plans,SP500,hea,hcp
CNP,CenterPoint Energy,Utilities,Utilities - Regulated Gas,SP500,uti,urg
CTL,CenturyLink Inc,Communication Services,Telecom Services,SP500,cs,ts
CF,CF Industries Holdings Inc,Basic Materials,Agricultural Inputs,SP500,bm,ai
SCHW,Charles Schwab Corporation,Financial Services,Capital Markets,SP500,fs,cmar
CMG,Chipotle Mexican Grill,Consumer Cyclical,Restaurants,SP500,cc,rest
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,SP500,fs,ipc
CHD,Church & Dwight,Consumer Defensive,Household & Personal Products,SP500,cd,hpp
CI,CIGNA Corp.,Healthcare,Health Care Plans,SP500,hea,hcp
XEC,Cimarex Energy,Energy,Oil & Gas E&P,SP500,ene,ogep
CINF,Cincinnati Financial,Financial Services,Insurance - Property & Casualty,SP500,fs,ipc
CFG,Citizens Financial Group,Financial Services,Banks - Regional - US,SP500,fs,bru
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,SP500,cd,hpp
CME,CME Group Inc.,Financial Services,Financial Exchanges,SP500,fs,fe
CMS,CMS Energy,Utilities,Utilities - Regulated Electric,SP500,uti,ure
CMA,Comerica Inc.,Financial Services,Banks - Regional - US,SP500,fs,bru
CAG,Conagra Brands,Consumer Defensive,Packaged Foods,SP500,cd,pf
CXO,Concho Resources,Energy,Oil & Gas E&P,SP500,ene,ogep
ED,Consolidated Edison,Utilities,Utilities - Regulated Electric,SP500,uti,ure
STZ,Constellation Brands,Consumer Defensive,Beverages - Wineries & Distilleries,SP500,cd,bwd
COO,The Cooper Companies,Healthcare,Medical Instruments & Supplies,SP500,hea,mis
CPRT,Copart Inc,Consumer Cyclical,Auto & Truck Dealerships,SP500,cc,atd
GLW,Corning Inc.,Technology,Electronic Components,SP500,tec,ecom
COTY,"Coty, Inc",Consumer Defensive,Household & Personal Products,SP500,cd,hpp
CCI,Crown Castle International Corp.,Real Estate,REIT - Diversified,SP500,re,rd
CMI,Cummins Inc.,Industrials,Diversified Industrials,SP500,ind,di
DHI,D. R. Horton,Consumer Cyclical,Residential Construction,SP500,cc,rco
DRI,Darden Restaurants,Consumer Cyclical,Restaurants,SP500,cc,rest
DVA,DaVita Inc.,Healthcare,Medical Care,SP500,hea,mc
DE,Deere & Co.,Industrials,Farm & Construction Equipment,SP500,ind,fce
DAL,Delta Air Lines Inc.,Industrials,Airlines,SP500,ind,air
XRAY,Dentsply Sirona,Healthcare,Medical Instruments & Supplies,SP500,hea,mis
DVN,Devon Energy Corp.,Energy,Oil & Gas E&P,SP500,ene,ogep
FANG,Diamondback Energy Inc,Energy,Oil & Gas E&P,SP500,ene,ogep
DLR,Digital Realty Trust Inc,Real Estate,REIT - Office,SP500,re,ro
DFS,Discover Financial Services,Financial Services,Credit Services,SP500,fs,cse
DISCA,Discovery Inc. Class A,Consumer Cyclical,Media - Diversified,SP500,cc,mdiv
DISCK,Discovery Inc. Class C,Consumer Cyclical,Media - Diversified,SP500,cc,mdiv
DISH,Dish Network,Communication Services,Pay TV,SP500,cs,pt
DG,Dollar General,Consumer Defensive,Discount Stores,SP500,cd,dis
D,Dominion Energy,Utilities,Utilities - Diversified,SP500,uti,ud
DOV,Dover Corp.,Industrials,Diversified Industrials,SP500,ind,di
DTE,DTE Energy Co.,Utilities,Utilities - Regulated Electric,SP500,uti,ure
DRE,Duke Realty Corp,Real Estate,REIT - Industrial,SP500,re,ri
DXC,DXC Technology,Technology,Information Technology Services,SP500,tec,its
ETFC,E*Trade,Financial Services,Capital Markets,SP500,fs,cmar
